Rudy Habibie,2016,143 min,"Drama International ","A biopic that explores the hardships and triumphs of the early life of B. J. Habibie, a transformative president of Indonesia."
Adhugo,2018,105 min,"Comedie Independent International ",A fast-footed piglet named Bunty becomes an object of desire for rival criminals that want the swift swine for their profitable animal-racing schemes.
Pari Ali,2018,116 min,"Horror International ","When their daughter exhibits strange behavior after moving into their new home, a couple must come to terms with who she really is."
Komola Rocket Mithu,2018,95 min,"Drama Independent International ","As the lives of rich and poor passengers aboard a steamship unfold, buried secret lustful affairs and selfish desires are exposed."
Back to the 90Yanyong Kuruaungkoul,2015,111 min,"Comedie International Music & Musicals","When a teenager is transported back to his parents’ high school day he has the chance to alter the events that led to their unhappy marriage."
The Seven Deadly Sins the : Prisoners of the Sky,2018,100 min,"Action & Adventure, Anime Feature International ","The Seven Deadly Sins aid the Sky People against a powerful group of demons hellbent on resurrecting a demonic beast sealed over 3,000 years ago."
Andhadhun,2018,137 min,"Comedie Drama International ",A visually impaired pianist’s world careens into a series of shocking twists after he unintentionally lands at the murder scene of a former film star.
5 Star ChristmaMarco Risi,2018,96 min,"Comedie International ","When the Italian prime minister meets his lover and political rival while on an official trip to Budapest during Christmas week, things go topsy-turvy."
Mowgli: Legend of the Jungle"United Kingdom,2018,105 min,"Action & Adventure, Children & Family Dramas",An orphaned boy raised by animals in the jungle seizes his destiny while confronting a dangerous enemy – and his own human origins.
Teefa in Trouble,2018,155 min,"Action & Adventure, Comedie International ","A gangster hires goon Teefa to abduct his friend’s daughter for an arranged marriage, but things get tricky when Teefa develops feelings for the girl."
Chal Bhaag Saini,2014,110 min,"Comedie Drama International ",Three petty criminals find themselves in a pickle when police wrongly charge them with the murder of an important politician.
Crossroads: One Two Jaga,2018,81 min,"Drama International ","In Kuala Lumpur, an abused domestic worker tries to escape to Indonesia, while an idealistic cop insists on fighting corruption – at a heavy price."
Faraar Deo,2015,146 min,"Action & Adventure, Drama International ","When a man is arrested on arrival in America because authorities mistake him for a wanted gangster, a new friend tries to help him prove his innocence."
Look for a Star Wai-Keung,2009,117 min,"Comedie International Romantic ","While keeping his identity secret, a real estate billionaire tries to woo an outspoken croupier who talks gamblers out of losing their money."
Puppy Star ChristmaRobert Vince,2018,91 min,"Children & Family Comedies","A new pack of Pup Star pooches stumbles upon a rival team’s plan to ruin Christma then ends up at the North Pole to try and save the holiday spirit."
Target,2018,91 min,"Comedie Horror International ","Trapped in an empty building, nine people are forced to play a lethal game. All their movements will be recorded, and only one player can survive."
Christmas Wedding Planner. Dyck,2017,86 min,"Comedie International Romantic ",A wedding planner’s world is turned upside down when a handsome private investigator is hired to disrupt one of her biggest jobs.
Halkaa Panda,2018,111 min,"Comedie Drama Independent ","Up against a corrupt government official and crushing poverty, a young boy in the Delhi slums attempts to raise funds to build himself his own toilet."
Savita Damodar Paranjpe Joshi,2018,119 min,"Horror International ","When his wife begins to exhibit alarming behavior, a husband tries to find whether she suffers from a personality disorder or something more sinister."
Bucket List Vijay Deoskar,2018,129 min,"Drama International ","After getting a heart transplant, a 40-year-old homemaker in Pune makes the life-changing decision to complete the bucket list of her 20-year-old donor."
Aagey Se Right,2009,117 min,"Comedie International Music & Musicals","A cop full of self-doubt loses his gun five days before he's due to leave the force, and becomes an unexpected hero as he tries to retrieve it."
Aamir Gupta,2008,95 min,"International Thrillers","In this high-tension thriller, an anonymous caller on a cell phone threatens to harm a man's family if he doesn't carry out every order."
ABCD 2'Souza,2015,146 min,"Drama International Music & Musicals","After being accused of cheating on a reality TV show, a dance troupe seeks to redeem itself by winning the World Hip-Hop Dance Championship."
ABCD: Any Body Can Dance'Souza,2013,136 min,"Drama International ","Thrown out of the elite dance studio he founded, Vishnu's spirits rebound when he sees young street dancers prepping for an annual contest."
Arjun: The Warrior Prince,2011,91 min,"Action & Adventure, Drama International ",This animated retelling of the classic Indian tale of Prince Arjun – part of the Sanskrit epic Mahabharata – begins during the prince's youth.
AseeRana Ranbir,2018,123 min,"Drama International Music & Musicals","When a dispute breaks out between five siblings over their mother’s property, one devoted son will go to any lengths to protect her land."
Chance Pe Dance,2010,121 min,"Comedie Drama International ","Having risen from humble beginning an ambitious young man sets his sights on winning a major dance competition that could catapult him to fame."
Dhoondte Reh Jaoge,2009,124 min,"Comedie International Music & Musicals","An accountant and a producer hatch a scheme to finance a movie, while making every effort to ensure that it flops so they may pocket the difference."
Gaddar: the Traitor,2015,126 min,"Drama International Thrillers",An Indian man who has become a major business mogul in Canada must return to his homeland where he's reviled due to being wrongly branded a traitor.
Hattrick,2007,109 min,"Comedie Drama International ",Stories of personal victories coincide with Team India's battle for the Cricket World Cup in this engaging ensemble drama.
Himmatwala,2013,140 min,"Action & Adventure, Comedie International ",A young man returns to his native village on a mission of vengeance after his father commits suicide in the wake of false accusations.
Husbands in Goa,2012,150 min,"Comedie International Music & Musicals","Three professional friend all husbands living with domineering wive take a well-deserved vacation in the resort city of Goa."
